ISIN,Symbol,Market,Url,PID
FR0000044323,CRAP,France,https://www.investing.com/equities/crcam-alp.prov,943229
FR0000045239,CRLO,France,https://www.investing.com/equities/crcam-loire-ht,943235
FR0013257409,ALCOF,France,https://www.investing.com/equities/cofidur,943242
FR0000066441,ALPJT,France,https://www.investing.com/equities/poujoulat,943245
DE000A11Q133,MLHK,France,https://www.investing.com/equities/heckler---koch-beteiligungs-ag,961656
FR0011776889,MLUMG,France,https://www.investing.com/equities/umalis-group-sa,989598
BE6201089735,MLV4S,France,https://www.investing.com/equities/les-verandas-4-saisons-sa,989599
FR0004548873,GPBN,France,https://www.investing.com/equities/bourbon,6976
FR0011284991,FTRN,France,https://www.investing.com/equities/theolia,7046
FR0000034639,ALTT,France,https://www.investing.com/equities/altran-tech,7047
FR0000120388,RXPA,France,https://www.investing.com/equities/recylex,7079
FR0000052870,XPO,France,https://www.investing.com/equities/dentrssangle,7136
FR0000039240,TGEL,France,https://www.investing.com/equities/toupargel,7180
FR0000054652,ALPHY,France,https://www.investing.com/equities/ales-groupe,7278
FR0000064404,MED6,France,https://www.investing.com/equities/media-6,7363
FR0000054421,ALBOU,France,https://www.investing.com/equities/bricorama,7417
FR0000035263,LAFU,France,https://www.investing.com/equities/lafuma,7568
FR0000044612,AFON,France,https://www.investing.com/equities/afone,7727
FR0013256518,ALECR,France,https://www.investing.com/equities/cerep,14166
FR0000078958,BZDK,France,https://www.investing.com/equities/business---decision,17636
FR0000060840,ALDEV,France,https://www.investing.com/equities/devernois,17642
FR0000064958,ITXA,France,https://www.investing.com/equities/intexa-sa,17654
FR0000076986,TEDE,France,https://www.investing.com/equities/financiere-moncey,17659
FR0010263202,PARF,France,https://www.investing.com/equities/paref,17665
FR0000072563,SDIF,France,https://www.investing.com/equities/sodifrance,17670
FR0010949404,STEN,France,https://www.investing.com/equities/stentys-sa,17671
FR0010407049,TERR,France,https://www.investing.com/equities/terre,17673
FR0000054215,CBQP,France,https://www.investing.com/equities/unibel,17674
BE0974269012,ALDV,France,https://www.investing.com/equities/adc-siic,17678
FR0013421286,AMOS,France,https://www.investing.com/equities/alpha-mos,17684
FR0000039216,AREIT,France,https://www.investing.com/equities/altareit,17686
FR0000061780,AUCP,France,https://www.investing.com/equities/augros-cosm-pack,17691
FR0000062150,BLEE,France,https://www.investing.com/equities/bleecker,17704
